Case ID,"Overall, how often do you use the internet?",Do you do use social media?,Does social media make you feel more connected to information about what's going on in your friends' lives?,Does social media make you feel worse about your own life because of what you see from other friends on social media?,Does social media make you feel better connected to your friends' feelings?,Does social media make you feel pressure to post content that will be popular and get lots of comments or likes?,Does social media make you feel pressure to only post content that makes you look good to others?,Do you ever experience on social media people posting about things you werent invited to?,Do you ever experience on social media people stirring up drama?,Do you ever experience on social media people posting things about you that you cant change or control?,Do you ever experience on social media people supporting you through challenges or tough times?,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
1871,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Disagree,Agree,Agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,GA,Working - as a paid employee,Yes,"$50,000-$99,000"
1875,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",17,Female,"No, not transgender",3,A building with 2 or more apartments,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Not working - retired,Yes,"$100,000+"
1879,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,No,"$50,000-$99,000"
1881,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,"Black, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"$100,000+"
1882,About once a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,No,"Yes, occasionally",No,No,Agree,Agree,Agree,No,Hispanic,13,Female,Refused,5,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,CA,Not working - looking for work,Yes,"under $50,000"
1884,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",2,A one-family house attached to one or more houses,Never married,Metro,Midwest,Rented for cash,OH,Working - as a paid employee,Yes,"under $50,000"
1887,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a little","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, frequently","Yes, frequently",Strongly agree,Agree,Strongly agree,No,"Other, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$50,000-$99,000"
1889,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,Northeast,Owned or being bought by you or someone in your household,NY,Working - as a paid employee,Yes,"$100,000+"
1890,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a little","Yes, a little",No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,Hispanic,14,Female,"No, not transgender",2,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"$50,000-$99,000"
1891,Several times a day,Yes,"Yes, a little","Yes, a lot",No,"Yes, a little","Yes, a lot","Yes, occasionally","Yes, occasionally",No,No,Disagree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - as a paid employee,Yes,"$50,000-$99,000"
1892,Several times a day,Yes,"Yes, a little",No,No,No,"Yes, a little",No,No,No,"Yes, occasionally",Strongly disagree,Agree,Strongly agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,MO,Working - as a paid employee,Yes,"$100,000+"
1897,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,17,Male,"No, not transgender",4,A one-family house attached to one or more houses,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Not working - looking for work,Yes,"under $50,000"
1899,Several times a day,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Disagree,Disagree,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,ME,Not working - other,Yes,"$50,000-$99,000"
1902,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, frequently","Yes, frequently","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Living with partner,Metro,South,Owned or being bought by you or someone in your household,TX,Working - self-employed,Yes,"$50,000-$99,000"
1907,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A mobile home,Married,Non-Metro,South,Occupied without payment of cash rent,MS,Working - as a paid employee,Yes,"under $50,000"
1908,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,No,No,No,No,Agree,Agree,Agree,No,"Other, Non-Hispanic",13,Female,"No, not transgender",7,A one-family house detached from any other house,Married,Metro,South,Rented for cash,OK,Not working - looking for work,No,"under $50,000"
1920,Several times a week,Yes,"Yes, a lot",No,No,No,No,"Yes, occasionally",No,No,"Yes, occasionally",Agree,Agree,Disagree,No,"White, Non-Hispanic",15,Female,"No, not transgender",2,A one-family house detached from any other house,Divorced,Metro,South,Owned or being bought by you or someone in your household,SC,Working - as a paid employee,No,"under $50,000"
1921,Almost constantly,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - self-employed,Yes,"under $50,000"
1924,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,No,Hispanic,17,Male,"No, not transgender",5,A building with 2 or more apartments,Divorced,Metro,West,Rented for cash,CA,Working - self-employed,Yes,"under $50,000"
1926,Several times a day,Yes,No,No,No,No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Strongly agree,No,"Other, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Living with partner,Non-Metro,South,Rented for cash,GA,Working - self-employed,Yes,"$50,000-$99,000"
1927,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,"Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",5,A building with 2 or more apartments,Living with partner,Metro,Northeast,Rented for cash,CT,Working - self-employed,Yes,"under $50,000"
1928,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, frequently",Agree,Agree,Strongly agree,No,Hispanic,15,Male,"No, not transgender",3,A building with 2 or more apartments,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"$100,000+"
1932,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",2,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Working - as a paid employee,Yes,"$100,000+"
1933,Several times a day,Yes,"Yes, a lot",No,No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",3,A one-family house detached from any other house,Never married,Metro,South,Rented for cash,SC,Not working - looking for work,Yes,"under $50,000"
1934,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Female,"Yes, female to male",2,A one-family house detached from any other house,Widowed,Metro,South,Owned or being bought by you or someone in your household,FL,Not working - disabled,No,"under $50,000"
1938,Almost constantly,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,No,"Yes, occasionally",No,No,Agree,Agree,Agree,No,Hispanic,16,Male,"No, not transgender",6,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,NM,Not working - other,Yes,"under $50,000"
1939,Several times a day,Yes,"Yes, a little",No,No,No,No,"Yes, occasionally","Yes, frequently",No,No,Agree,Strongly agree,Strongly agree,No,Hispanic,16,Male,"No, not transgender",4,A one-family house detached from any other house,Divorced,Metro,West,Rented for cash,CA,Working - self-employed,Yes,"under $50,000"
1940,Almost constantly,Yes,"Yes, a little","Yes, a little",No,"Yes, a little","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"$50,000-$99,000"
1941,Several times a day,Yes,"Yes, a little",No,No,No,No,No,No,No,No,Agree,Disagree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IA,Working - self-employed,Yes,"$50,000-$99,000"
1945,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,No,Agree,Disagree,Disagree,No,Hispanic,17,Male,"No, not transgender",3,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"under $50,000"
1946,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a lot",No,"Yes, occasionally",No,"Yes, occasionally",Agree,Strongly agree,Agree,No,"Other, Non-Hispanic",16,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$100,000+"
1947,Several times a day,Yes,"Yes, a lot",No,No,No,No,No,"Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"2+ Races, Non-Hispanic",15,Female,"No, not transgender",6,A one-family house detached from any other house,Living with partner,Metro,West,Rented for cash,CA,Not working - looking for work,Yes,"under $50,000"
1948,Several times a day,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally",No,Strongly agree,Disagree,Strongly agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",3,A building with 2 or more apartments,Living with partner,Metro,Midwest,Rented for cash,MO,Working - as a paid employee,Yes,"under $50,000"
1950,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$50,000-$99,000"
1951,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,MA,Working - as a paid employee,Yes,"$50,000-$99,000"
1952,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,KY,Not working - looking for work,Yes,"$50,000-$99,000"
1954,About once a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Working - as a paid employee,Yes,"$100,000+"
1955,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Working - self-employed,Yes,"$100,000+"
1957,Less often,Yes,No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",No,Strongly agree,Agree,Agree,No,Hispanic,14,Female,"No, not transgender",4,A one-family house detached from any other house,Divorced,Metro,South,Owned or being bought by you or someone in your household,TX,Not working - looking for work,No,"under $50,000"
1959,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,IN,Not working - disabled,Yes,"$50,000-$99,000"
1961,Almost constantly,Yes,"Yes, a lot","Yes, a little","Yes, a little","Yes, a lot","Yes, a lot","Yes, frequently","Yes, occasionally","Yes, frequently","Yes, occasionally",Agree,Strongly agree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Working - as a paid employee,Yes,"$100,000+"
1962,About once a day,Yes,"Yes, a little",No,No,"Yes, a little","Yes, a lot","Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",3,A building with 2 or more apartments,Divorced,Metro,South,Rented for cash,VA,Working - as a paid employee,Yes,"$50,000-$99,000"
1963,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a little",No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$100,000+"
1966,Several times a day,Yes,"Yes, a lot",No,No,"Yes, a little",No,"Yes, occasionally",No,"Yes, occasionally","Yes, occasionally",Agree,Disagree,Disagree,Yes,Hispanic,15,Male,"No, not transgender",5,A building with 2 or more apartments,Married,Metro,West,Rented for cash,CA,Not working - other,Yes,"under $50,000"
1969,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$100,000+"
1975,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally",No,"Yes, frequently","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,Hispanic,17,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$50,000-$99,000"
1976,Almost constantly,Yes,"Yes, a lot","Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$50,000-$99,000"
1980,Several times a week,Yes,"Yes, a little",No,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"under $50,000"
1983,About once a day,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Strongly disagree,No,Hispanic,13,Female,"No, not transgender",4,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"under $50,000"
1986,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, frequently",Disagree,Strongly agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",1,A one-family house detached from any other house,Separated,Non-Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"under $50,000"
1989,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,"Yes, a little",No,"Yes, occasionally","Yes, frequently","Yes, occasionally",Strongly agree,Agree,Disagree,No,Hispanic,16,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,West,Rented for cash,AZ,Working - as a paid employee,Yes,"under $50,000"
1992,Several times a day,Yes,"Yes, a little",No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Not working - looking for work,Yes,"under $50,000"
1994,About once a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,Hispanic,15,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MO,Not working - other,Yes,"under $50,000"
1996,Several times a day,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally",No,No,Agree,Agree,Agree,No,Hispanic,15,Male,"No, not transgender",7,A mobile home,Married,Metro,West,Owned or being bought by you or someone in your household,NM,Not working - disabled,Yes,"under $50,000"
2002,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,NC,Not working - other,Yes,"$100,000+"
2003,Almost constantly,Yes,No,"Yes, a little","Yes, a little","Yes, a little","Yes, a little",No,"Yes, frequently",No,"Yes, occasionally",Strongly agree,Agree,Agree,No,Hispanic,15,Male,"No, not transgender",4,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"under $50,000"
2004,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"Black, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$50,000-$99,000"
2008,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a little",No,"Yes, occasionally","Yes, occasionally",No,"Yes, frequently",Strongly agree,Agree,Strongly agree,No,Hispanic,15,Male,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,West,Rented for cash,WA,Working - as a paid employee,Yes,"under $50,000"
2009,Less often,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,16,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Not working - looking for work,No,"under $50,000"
2013,About once a day,Yes,"Yes, a little",No,"Yes, a lot",No,No,No,"Yes, frequently",No,No,Agree,Agree,Agree,No,Hispanic,17,Male,"No, not transgender",5,A mobile home,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Not working - disabled,No,"under $50,000"
2014,Almost constantly,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally",No,No,Disagree,Strongly agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,South,Owned or being bought by you or someone in your household,AR,Working - self-employed,Yes,"$100,000+"
2018,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,Northeast,Rented for cash,MA,Working - as a paid employee,Yes,"under $50,000"
2019,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Agree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NY,Working - as a paid employee,Yes,"$50,000-$99,000"
2021,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,No,Disagree,Disagree,Disagree,No,Hispanic,14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,AZ,Working - as a paid employee,Yes,"$50,000-$99,000"
2022,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot",No,No,"Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Disagree,Disagree,Agree,Yes,Hispanic,13,Female,Refused,3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,AR,Working - as a paid employee,Yes,"$50,000-$99,000"
2025,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,"Yes, occasionally",Strongly agree,Agree,Strongly agree,No,Hispanic,14,Female,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,South,Rented for cash,OK,Not working - looking for work,Yes,"under $50,000"
2027,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$100,000+"
2028,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$50,000-$99,000"
2030,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$100,000+"
2032,Several times a day,Yes,"Yes, a little",No,No,No,No,No,No,No,No,Agree,Disagree,Disagree,No,"White, Non-Hispanic",13,Female,"No, not transgender",7,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,AZ,Working - as a paid employee,Yes,"under $50,000"
2035,Several times a day,Yes,"Yes, a lot","Yes, a little",No,"Yes, a lot","Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",3,A building with 2 or more apartments,Married,Metro,Midwest,Rented for cash,WI,Not working - looking for work,Yes,"$100,000+"
2037,Almost constantly,Yes,"Yes, a little","Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, frequently","Yes, occasionally",Strongly agree,Strongly agree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IN,Working - as a paid employee,No,"$50,000-$99,000"
2038,Almost constantly,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NY,Working - self-employed,Yes,"$50,000-$99,000"
2040,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,15,Male,"No, not transgender",2,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"under $50,000"
2043,Once a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,LA,Working - as a paid employee,Yes,"$50,000-$99,000"
2045,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Disagree,Disagree,Disagree,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TN,Working - as a paid employee,Yes,"$50,000-$99,000"
2047,Once a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$50,000-$99,000"
2048,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",17,Female,Refused,4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NY,Working - as a paid employee,Yes,"$50,000-$99,000"
2050,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,"Yes, occasionally",Disagree,Disagree,Disagree,No,Hispanic,15,Female,"No, not transgender",3,A mobile home,Married,Metro,West,Occupied without payment of cash rent,CA,Not working - disabled,Yes,"under $50,000"
2051,Several times a day,Yes,No,No,No,No,No,No,"Yes, occasionally","Yes, occasionally",No,Agree,Agree,Agree,No,"Black, Non-Hispanic",17,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,NC,Working - as a paid employee,Yes,"under $50,000"
